time_of_day,activity,tail_position,ear_direction,food_eaten,mood
11.7,hiding,down,backward,0.26,grumpy
1.2,playing,tucked,forward,0.38,anxious
15.0,sleeping,up,rotating,0.51,playful
0.8,eating,up,rotating,0.16,anxious
11.8,grooming,puffed,forward,0.92,happy
2.8,playing,up,flat,0.63,happy
9.0,grooming,up,forward,0.99,happy
13.3,playing,up,rotating,0.36,playful
23.2,hiding,tucked,rotating,0.23,anxious
2.0,hiding,up,backward,0.18,grumpy
18.3,eating,down,rotating,0.46,playful
1.3,eating,tucked,rotating,0.3,playful
7.6,playing,up,forward,0.33,playful
6.9,playing,puffed,flat,0.35,playful
5.9,grooming,swishing,backward,0.1,grumpy
4.5,hiding,puffed,forward,0.13,grumpy
15.6,sleeping,tucked,flat,0.28,anxious
19.3,hunting,swishing,rotating,0.22,grumpy
2.3,grooming,down,backward,0.13,grumpy
16.5,eating,down,forward,0.67,playful
15.7,grooming,up,flat,0.96,happy
23.5,hunting,puffed,flat,0.31,anxious
23.8,hiding,down,backward,0.13,grumpy
0.9,hunting,swishing,forward,0.47,playful
17.5,grooming,tucked,backward,0.48,sleepy
20.2,hiding,tucked,rotating,0.28,anxious
10.0,hiding,up,flat,0.11,anxious
12.1,hunting,up,rotating,0.7,playful
16.3,playing,swishing,forward,0.36,playful
20.3,eating,up,forward,0.61,happy
5.9,eating,swishing,backward,0.18,grumpy
10.5,grooming,tucked,backward,0.06,grumpy
12.2,hunting,tucked,flat,0.14,anxious
10.4,hiding,tucked,forward,0.48,playful
8.4,grooming,swishing,flat,0.07,grumpy
13.6,grooming,tucked,rotating,0.74,sleepy
4.0,hiding,tucked,flat,0.34,anxious
9.1,playing,puffed,flat,0.85,happy
8.6,sleeping,down,backward,0.57,sleepy
11.6,grooming,down,flat,0.03,grumpy
16.9,hiding,tucked,flat,0.12,anxious
0.9,hiding,tucked,flat,0.34,anxious
14.2,eating,up,forward,0.69,happy
15.8,sleeping,down,flat,0.48,sleepy
9.3,hunting,down,rotating,0.71,happy
23.2,playing,up,rotating,0.5,playful
21.8,hiding,down,flat,0.28,grumpy
15.5,hiding,up,rotating,0.72,sleepy
12.5,hiding,puffed,flat,0.25,anxious
20.4,hiding,puffed,flat,0.31,anxious
20.3,eating,up,forward,0.66,happy
12.8,hiding,up,flat,0.8,happy
9.1,grooming,down,flat,0.07,grumpy
20.3,hiding,swishing,flat,0.16,anxious
23.0,hunting,tucked,flat,0.23,anxious
10.3,grooming,down,flat,0.11,grumpy
21.7,eating,tucked,flat,0.65,playful
15.3,grooming,up,forward,0.71,happy
18.5,grooming,tucked,backward,0.68,sleepy
12.0,playing,swishing,forward,0.41,playful
8.4,eating,puffed,forward,0.49,playful
8.6,hunting,swishing,forward,0.65,playful
16.8,eating,up,forward,0.82,happy
6.8,hiding,swishing,backward,0.21,grumpy
11.1,eating,down,flat,0.52,sleepy
18.1,sleeping,tucked,backward,0.66,sleepy
23.4,hiding,puffed,flat,0.14,anxious
3.2,playing,tucked,flat,0.1,grumpy
13.4,grooming,swishing,flat,0.05,grumpy
12.6,hunting,down,forward,0.3,playful
5.0,eating,up,forward,0.98,happy
10.4,grooming,tucked,forward,0.6,playful
4.9,hunting,swishing,forward,0.48,playful
12.7,grooming,up,forward,0.74,happy
2.7,hunting,tucked,flat,0.11,anxious
10.6,hiding,down,backward,0.12,grumpy
12.2,hiding,down,flat,0.12,grumpy
21.9,sleeping,down,backward,0.6,sleepy
16.6,hunting,swishing,rotating,0.36,playful
6.8,hiding,down,backward,0.09,grumpy
11.3,hiding,tucked,flat,0.32,anxious
17.7,hunting,puffed,flat,0.17,anxious
6.0,hunting,tucked,flat,0.36,anxious
14.6,hunting,swishing,rotating,0.46,playful
1.1,grooming,tucked,backward,0.45,sleepy
18.2,grooming,down,backward,0.54,sleepy
21.3,grooming,down,flat,0.29,grumpy
6.3,sleeping,swishing,backward,0.4,anxious
20.3,eating,up,forward,0.66,happy
14.1,grooming,tucked,backward,0.55,sleepy
18.6,playing,up,forward,0.65,playful
13.8,hiding,puffed,backward,0.54,playful
18.1,eating,up,forward,0.67,happy
5.1,sleeping,tucked,flat,0.86,happy
5.3,sleeping,puffed,forward,0.11,anxious
12.3,sleeping,puffed,forward,0.31,playful
1.2,playing,down,backward,0.21,grumpy
14.1,grooming,down,backward,0.45,sleepy
5.9,grooming,up,forward,0.96,happy
20.3,grooming,up,forward,0.7,happy
20.7,sleeping,down,backward,0.51,sleepy
9.1,sleeping,puffed,rotating,0.15,anxious
5.5,grooming,up,forward,0.95,happy
22.7,eating,up,forward,0.65,happy
14.8,grooming,down,flat,0.15,grumpy
14.6,playing,swishing,forward,0.56,playful
23.3,playing,swishing,forward,0.6,playful
4.3,playing,swishing,rotating,0.6,playful
20.7,hunting,tucked,rotating,0.39,anxious
10.4,grooming,up,forward,0.88,happy
6.4,grooming,down,flat,0.07,grumpy
6.5,sleeping,down,flat,0.03,grumpy
5.3,hunting,swishing,forward,0.95,happy
12.2,playing,up,backward,0.7,happy
20.4,playing,puffed,flat,0.22,anxious
0.1,sleeping,down,flat,0.71,happy
15.4,grooming,down,backward,0.76,sleepy
1.5,grooming,down,flat,0.57,playful
2.9,hunting,tucked,rotating,0.18,anxious
19.6,grooming,down,backward,0.41,sleepy
1.7,hunting,down,flat,0.03,grumpy
23.7,hiding,puffed,forward,0.3,anxious
14.4,grooming,down,backward,0.11,grumpy
21.2,hunting,swishing,forward,0.43,playful
19.3,hunting,puffed,rotating,0.59,playful
7.7,hiding,swishing,flat,0.11,grumpy
3.3,sleeping,down,backward,0.67,sleepy
15.9,hiding,down,backward,0.14,grumpy
5.3,grooming,up,forward,0.93,happy
11.4,hiding,down,flat,0.17,grumpy
11.0,eating,up,rotating,0.63,playful
13.4,playing,tucked,forward,0.89,happy
11.0,sleeping,down,backward,0.45,sleepy
14.5,sleeping,down,backward,0.61,sleepy
15.1,sleeping,swishing,rotating,0.42,playful
20.2,grooming,up,forward,0.9,happy
10.0,hunting,swishing,forward,0.45,playful
0.8,eating,up,forward,0.76,happy
13.0,hiding,swishing,flat,0.24,grumpy
0.4,hunting,tucked,flat,0.39,anxious
8.7,grooming,down,backward,0.64,sleepy
14.7,hunting,up,rotating,0.03,grumpy
0.4,grooming,up,forward,0.88,happy
2.0,sleeping,swishing,flat,0.48,playful
5.8,sleeping,tucked,backward,0.57,sleepy
7.6,sleeping,tucked,backward,0.67,sleepy
19.7,sleeping,tucked,backward,0.59,sleepy
23.5,eating,up,flat,0.14,grumpy
13.2,grooming,up,forward,0.76,happy
14.8,hiding,swishing,backward,0.12,grumpy
17.3,hiding,swishing,flat,0.14,grumpy
17.1,hunting,tucked,flat,0.2,anxious
4.6,hunting,tucked,rotating,0.33,anxious
11.8,grooming,tucked,backward,0.87,happy
22.8,sleeping,down,backward,0.61,sleepy
8.1,hunting,puffed,rotating,0.19,anxious
4.6,hunting,tucked,backward,0.85,happy
11.8,sleeping,puffed,backward,0.97,happy
20.7,hunting,tucked,backward,0.1,anxious
6.2,playing,swishing,rotating,0.55,playful
15.3,playing,up,rotating,0.32,playful
23.8,grooming,up,forward,0.88,happy
1.9,sleeping,down,backward,0.64,sleepy
23.9,hiding,puffed,flat,0.39,anxious
8.1,sleeping,down,backward,0.46,sleepy
5.2,playing,down,flat,0.34,playful
8.5,hiding,swishing,backward,0.16,grumpy
16.3,grooming,swishing,backward,0.17,grumpy
12.0,hiding,tucked,flat,0.17,anxious
1.5,hiding,down,flat,0.03,grumpy
23.0,hiding,tucked,flat,0.38,anxious
15.1,grooming,down,backward,0.64,sleepy
3.7,grooming,puffed,forward,0.06,grumpy
14.4,eating,up,forward,0.61,happy
7.6,hunting,swishing,rotating,0.58,playful
19.4,eating,up,forward,0.9,happy
16.0,grooming,down,backward,0.64,sleepy
15.7,hiding,puffed,rotating,0.2,anxious
10.1,hunting,tucked,flat,0.72,sleepy
21.9,hunting,tucked,flat,0.18,anxious
13.8,sleeping,puffed,flat,0.89,happy
13.5,grooming,down,backward,0.27,grumpy
13.2,hiding,down,backward,0.25,anxious
17.1,hunting,tucked,rotating,0.32,anxious
2.9,hunting,puffed,rotating,0.39,anxious
13.2,playing,swishing,forward,0.42,playful
13.8,playing,swishing,forward,0.37,playful
4.2,grooming,swishing,flat,0.16,grumpy
6.0,hunting,swishing,rotating,0.44,playful
4.7,hiding,puffed,rotating,0.35,anxious
23.2,eating,up,forward,0.99,happy
14.3,eating,swishing,rotating,0.29,anxious
6.2,sleeping,up,flat,0.04,grumpy
20.1,eating,up,forward,0.92,happy
17.8,hunting,up,rotating,0.6,playful
21.4,grooming,tucked,backward,0.61,sleepy
12.7,hiding,tucked,flat,0.1,anxious
5.8,playing,swishing,forward,0.59,playful
13.3,grooming,tucked,backward,0.41,sleepy
11.6,grooming,up,forward,0.73,happy
14.7,playing,tucked,backward,0.5,sleepy
3.0,hunting,up,rotating,0.38,playful
21.3,grooming,swishing,forward,0.22,grumpy
2.0,eating,up,forward,0.68,happy
7.8,sleeping,puffed,rotating,0.21,anxious
5.3,sleeping,down,backward,0.79,sleepy
20.6,playing,up,forward,0.45,playful
0.3,sleeping,down,backward,0.47,sleepy
17.3,sleeping,up,backward,0.62,playful
5.2,hiding,swishing,backward,0.2,grumpy
5.5,eating,tucked,forward,0.24,anxious
20.1,hiding,tucked,flat,0.34,anxious
18.2,grooming,down,backward,0.65,sleepy
11.5,hunting,up,forward,0.73,happy
6.3,hunting,tucked,rotating,0.3,anxious
8.1,eating,up,forward,0.1,anxious
1.1,sleeping,tucked,backward,0.51,sleepy
3.5,grooming,up,forward,0.73,happy
19.4,hunting,swishing,rotating,0.51,playful
15.6,hunting,tucked,flat,0.17,anxious
7.0,hunting,tucked,flat,0.36,anxious
20.4,grooming,down,backward,0.58,sleepy
10.1,playing,up,rotating,0.35,playful
5.6,eating,up,forward,0.65,happy
18.4,hunting,swishing,backward,0.21,grumpy
18.3,playing,swishing,rotating,0.44,playful
24.0,grooming,swishing,flat,0.22,grumpy
22.9,grooming,down,backward,0.74,sleepy
13.7,sleeping,up,rotating,0.23,anxious
4.7,playing,swishing,forward,0.59,playful
17.7,playing,up,forward,0.52,playful
23.4,hunting,up,forward,0.35,playful
10.5,grooming,up,forward,0.7,happy
6.3,hiding,swishing,backward,0.12,grumpy
6.5,playing,up,flat,0.81,happy
3.1,hiding,tucked,flat,0.39,anxious
8.3,hiding,puffed,rotating,0.21,anxious
13.1,grooming,puffed,rotating,0.22,anxious
18.9,hiding,up,backward,0.25,anxious
16.6,hunting,puffed,rotating,0.12,anxious
5.1,grooming,down,backward,0.48,sleepy
2.5,playing,swishing,forward,0.56,playful
7.3,sleeping,puffed,forward,0.4,anxious
18.8,playing,swishing,backward,0.84,happy
13.7,sleeping,tucked,backward,0.74,sleepy
23.7,eating,swishing,flat,0.49,playful
14.4,sleeping,down,backward,0.71,sleepy
12.9,hunting,tucked,rotating,0.28,anxious
1.2,hiding,tucked,rotating,0.31,anxious
13.5,hunting,puffed,rotating,0.11,anxious
8.6,sleeping,down,flat,0.97,happy
17.0,grooming,swishing,backward,0.07,grumpy
17.8,grooming,swishing,flat,0.18,grumpy
22.4,hunting,swishing,forward,0.65,happy
13.8,grooming,up,forward,0.65,happy
3.5,sleeping,down,backward,0.73,sleepy
21.8,grooming,down,flat,0.02,grumpy
11.5,hiding,tucked,rotating,0.36,anxious
3.0,hunting,tucked,flat,0.34,anxious
9.7,eating,up,forward,0.71,happy
23.3,hiding,swishing,flat,0.26,grumpy
0.9,grooming,up,forward,0.62,happy
23.2,grooming,down,flat,0.1,grumpy
21.3,hiding,tucked,rotating,0.16,anxious
15.4,playing,swishing,rotating,0.66,playful
6.8,hiding,swishing,flat,0.16,grumpy
12.9,sleeping,down,backward,0.53,sleepy
3.1,eating,up,forward,0.71,happy
11.7,sleeping,tucked,rotating,0.83,happy
15.7,sleeping,down,backward,0.51,sleepy
19.8,grooming,up,forward,0.96,happy
21.9,sleeping,up,rotating,0.34,anxious
12.9,eating,up,forward,0.94,happy
23.0,hiding,down,flat,0.02,grumpy
9.1,eating,up,forward,0.74,happy
13.2,hiding,swishing,flat,0.24,grumpy
0.3,eating,up,backward,0.7,happy
9.4,playing,swishing,rotating,0.27,grumpy
6.1,grooming,puffed,forward,0.61,sleepy
23.0,hunting,tucked,forward,0.1,anxious
17.7,hunting,swishing,rotating,0.61,playful
4.9,sleeping,tucked,flat,0.25,grumpy
4.7,hunting,tucked,flat,0.13,anxious
23.8,hunting,tucked,forward,0.67,happy
15.5,playing,tucked,rotating,0.35,anxious
10.4,grooming,down,backward,0.4,sleepy
21.1,sleeping,down,backward,0.77,sleepy
15.7,grooming,down,flat,0.01,grumpy
11.7,eating,up,forward,0.79,happy
22.9,grooming,down,backward,0.18,grumpy
15.7,hunting,swishing,rotating,0.35,playful
21.7,sleeping,tucked,backward,0.42,sleepy
18.8,hiding,swishing,forward,0.37,playful
11.1,grooming,puffed,rotating,0.11,grumpy
10.2,hiding,swishing,backward,0.08,grumpy
18.5,grooming,swishing,flat,0.17,grumpy
3.9,hiding,swishing,backward,0.01,grumpy
18.3,eating,up,forward,1.0,happy
8.0,eating,up,forward,0.9,happy
17.6,hunting,tucked,flat,0.25,anxious
23.1,playing,swishing,rotating,0.59,playful
13.1,hunting,tucked,rotating,0.28,anxious
20.9,hiding,swishing,flat,0.15,grumpy
8.4,hunting,swishing,forward,0.32,playful
18.7,eating,down,forward,0.69,happy
2.1,hunting,puffed,flat,0.13,anxious
12.2,eating,down,backward,0.29,grumpy
9.2,hunting,down,backward,0.28,grumpy
12.8,grooming,swishing,flat,0.09,grumpy
16.1,sleeping,swishing,forward,0.27,grumpy
7.2,playing,swishing,flat,0.38,anxious
7.0,playing,up,rotating,0.67,playful
21.2,eating,up,forward,0.72,happy
15.6,sleeping,down,backward,0.79,sleepy
0.2,grooming,down,backward,0.54,sleepy
8.8,grooming,tucked,backward,0.41,sleepy
13.3,hunting,puffed,flat,0.92,happy
14.8,eating,up,forward,1.0,happy
19.7,eating,up,forward,0.96,happy
16.9,hiding,down,flat,0.09,grumpy
23.6,sleeping,tucked,backward,0.8,sleepy
23.7,grooming,up,forward,0.96,happy
18.4,hunting,down,backward,0.37,anxious
9.7,grooming,up,forward,0.77,happy
20.3,hunting,tucked,flat,0.69,sleepy
10.0,playing,up,forward,0.36,playful
20.1,hiding,down,flat,0.01,grumpy
2.8,hunting,swishing,rotating,0.53,playful
9.0,hiding,puffed,rotating,0.27,anxious
16.9,eating,up,forward,0.73,happy
7.6,hunting,tucked,forward,0.22,anxious
1.0,grooming,tucked,backward,0.61,sleepy
3.4,playing,swishing,forward,0.23,grumpy
22.4,hunting,tucked,flat,0.3,anxious
15.2,grooming,tucked,rotating,0.55,sleepy
9.6,hunting,puffed,flat,0.38,anxious
23.1,eating,up,forward,0.71,happy
10.8,hunting,swishing,forward,0.57,playful
11.9,grooming,down,backward,0.73,sleepy
10.2,grooming,swishing,backward,0.01,grumpy
7.6,eating,down,forward,0.53,playful
12.7,hunting,down,flat,0.15,anxious
4.3,grooming,down,backward,0.6,sleepy
18.7,hunting,up,forward,0.47,playful
13.0,hiding,tucked,flat,0.11,anxious
20.7,grooming,down,backward,0.06,grumpy
2.8,grooming,down,rotating,0.46,playful
10.5,hiding,swishing,backward,0.66,sleepy
17.7,grooming,down,forward,0.76,happy
12.2,sleeping,down,backward,0.58,sleepy
14.0,hiding,puffed,rotating,0.34,anxious
19.5,grooming,up,forward,0.72,happy
10.2,hiding,up,rotating,0.64,playful
13.6,hiding,tucked,forward,0.74,happy
15.2,sleeping,tucked,backward,0.51,sleepy
16.6,hiding,swishing,forward,0.29,grumpy
16.4,playing,up,rotating,0.29,grumpy
4.8,eating,up,forward,0.95,happy
5.4,hiding,down,backward,0.15,grumpy
13.0,grooming,down,backward,0.25,grumpy
9.9,eating,swishing,forward,0.15,anxious
9.1,playing,swishing,forward,0.65,playful
11.6,hiding,up,flat,0.11,grumpy
22.7,hunting,swishing,flat,0.54,sleepy
6.0,hunting,up,rotating,0.31,anxious
23.3,hunting,up,forward,0.56,playful
6.1,hunting,swishing,rotating,0.43,playful
19.3,hunting,up,rotating,0.36,playful
16.6,sleeping,puffed,backward,0.13,anxious
17.8,hiding,tucked,flat,0.32,anxious
14.4,hiding,puffed,backward,0.02,grumpy
5.2,sleeping,down,forward,0.09,grumpy
11.6,playing,swishing,rotating,0.53,playful
20.2,hunting,swishing,backward,0.5,sleepy
3.1,grooming,up,forward,0.62,happy
4.4,hiding,puffed,rotating,0.11,anxious
6.3,hunting,swishing,rotating,0.32,playful
18.7,eating,tucked,rotating,0.86,happy
0.7,grooming,up,forward,0.71,happy
7.2,hunting,swishing,forward,0.54,sleepy
21.9,playing,swishing,backward,0.81,happy
14.0,hunting,up,rotating,0.3,anxious
15.0,hunting,puffed,rotating,0.11,grumpy
14.9,hiding,down,flat,0.06,grumpy
23.6,sleeping,tucked,backward,0.54,sleepy
21.6,eating,up,forward,0.95,happy
10.3,hunting,puffed,flat,0.38,anxious
20.3,hunting,swishing,rotating,0.53,playful
16.6,playing,swishing,backward,0.6,happy
14.9,hiding,puffed,flat,0.15,anxious
14.9,playing,swishing,forward,0.69,happy
14.3,sleeping,down,backward,0.61,sleepy
21.7,hunting,puffed,forward,0.19,anxious
20.1,hunting,swishing,forward,0.32,playful
2.5,sleeping,down,backward,0.5,sleepy
17.0,hiding,down,backward,0.21,grumpy
2.1,playing,swishing,rotating,0.64,playful
0.3,hiding,swishing,backward,0.16,grumpy
21.7,grooming,down,flat,0.29,grumpy
23.3,hiding,swishing,flat,0.28,grumpy
16.0,hunting,puffed,rotating,0.38,anxious
20.7,hunting,swishing,rotating,0.34,playful
5.6,sleeping,down,forward,0.49,playful
0.6,hunting,tucked,rotating,0.18,anxious
20.2,grooming,down,backward,0.73,sleepy
8.7,playing,swishing,rotating,0.57,playful
7.9,grooming,down,flat,0.31,anxious
9.9,hunting,tucked,rotating,0.38,anxious
23.1,hunting,tucked,flat,0.22,grumpy
7.7,hiding,down,flat,0.17,grumpy
2.0,hunting,puffed,rotating,0.15,grumpy
11.0,hunting,up,forward,0.64,playful
13.2,hunting,up,rotating,0.69,playful
16.9,hunting,tucked,flat,0.37,anxious
17.0,hiding,puffed,flat,0.19,anxious
18.1,playing,swishing,forward,0.52,playful
3.0,hiding,swishing,backward,0.12,grumpy
5.5,eating,up,forward,0.81,happy
5.8,hunting,swishing,forward,0.3,playful
1.8,hunting,swishing,rotating,0.55,playful
4.2,grooming,swishing,flat,0.28,grumpy
1.6,sleeping,down,backward,0.54,sleepy
20.6,eating,up,forward,0.62,happy
4.8,playing,up,forward,0.67,playful
0.6,hiding,tucked,rotating,0.31,anxious
7.1,hiding,tucked,rotating,0.28,anxious
22.5,hiding,tucked,rotating,0.14,anxious
9.0,grooming,down,backward,0.22,grumpy
8.5,grooming,tucked,backward,0.78,sleepy
10.6,grooming,up,forward,0.84,happy
6.2,hunting,puffed,flat,0.35,anxious
18.5,sleeping,tucked,backward,0.42,sleepy
8.1,playing,down,backward,0.09,grumpy
19.8,hunting,puffed,flat,0.16,anxious
21.3,sleeping,down,backward,0.63,sleepy
5.8,playing,swishing,forward,0.39,playful
5.3,hunting,down,flat,0.49,sleepy
4.9,playing,swishing,rotating,0.69,playful
13.0,hunting,puffed,rotating,0.28,anxious
12.9,hiding,puffed,flat,0.27,anxious
0.8,hunting,tucked,rotating,0.25,anxious
15.0,hiding,puffed,rotating,0.22,anxious
22.2,hiding,down,flat,0.03,grumpy
5.1,sleeping,tucked,backward,0.65,sleepy
6.2,eating,down,forward,0.69,playful
8.0,grooming,puffed,backward,0.22,anxious
16.0,grooming,tucked,backward,0.79,sleepy
13.8,playing,up,forward,0.64,playful
18.8,grooming,up,forward,0.72,happy
16.8,sleeping,puffed,forward,0.46,sleepy
5.0,sleeping,puffed,backward,0.07,grumpy
22.2,hiding,puffed,rotating,0.13,anxious
1.4,grooming,tucked,backward,0.55,sleepy
22.7,grooming,up,forward,0.75,happy
1.3,playing,swishing,forward,0.12,grumpy
16.5,eating,puffed,flat,0.63,playful
13.6,hiding,puffed,flat,0.33,anxious
16.0,eating,swishing,rotating,0.68,playful
8.4,hunting,swishing,forward,0.59,playful
6.4,eating,down,rotating,0.69,sleepy
7.7,hiding,puffed,rotating,0.38,anxious
2.5,playing,up,forward,0.5,playful
6.0,hiding,tucked,rotating,0.2,anxious
16.5,grooming,down,backward,0.4,sleepy
8.3,hunting,swishing,forward,0.3,playful
18.1,hiding,swishing,flat,0.14,grumpy
23.3,eating,swishing,backward,0.11,grumpy
4.9,hiding,tucked,flat,0.19,anxious
7.3,eating,up,forward,0.95,happy
1.5,grooming,down,backward,0.62,sleepy
13.6,hunting,puffed,flat,0.31,anxious
1.9,hunting,tucked,flat,0.29,anxious
2.6,grooming,down,flat,0.35,anxious
13.6,eating,up,forward,0.67,happy
15.0,grooming,down,flat,0.15,grumpy
21.2,sleeping,up,forward,0.37,anxious
16.2,hunting,tucked,flat,0.34,anxious
21.6,sleeping,down,backward,0.47,sleepy
23.6,eating,up,forward,0.82,happy
10.1,playing,swishing,flat,0.04,grumpy
13.8,hiding,swishing,flat,0.19,grumpy
11.9,playing,swishing,forward,0.47,playful
9.3,playing,up,rotating,0.37,playful
16.1,hiding,down,flat,0.17,grumpy
13.0,playing,up,forward,0.32,playful
12.1,hunting,puffed,rotating,0.34,anxious
19.8,hunting,tucked,flat,0.77,sleepy
16.5,playing,swishing,rotating,0.67,sleepy
2.1,sleeping,tucked,backward,0.52,sleepy
2.2,grooming,down,flat,0.1,grumpy
8.2,hiding,down,flat,0.29,grumpy
14.2,grooming,down,backward,0.29,grumpy
18.3,sleeping,tucked,rotating,0.86,happy
4.1,hunting,tucked,rotating,0.38,anxious
20.7,hunting,up,backward,0.22,anxious
19.0,hiding,puffed,rotating,0.13,anxious
4.7,hiding,puffed,forward,0.79,sleepy
13.2,playing,up,rotating,0.56,playful
20.2,grooming,up,forward,0.86,happy
12.5,grooming,swishing,backward,0.15,grumpy
0.6,hiding,tucked,rotating,0.22,anxious
6.7,playing,tucked,rotating,0.78,happy
13.2,hunting,puffed,forward,0.73,sleepy
19.2,grooming,down,flat,0.02,grumpy
21.3,hunting,tucked,rotating,0.76,happy
13.4,grooming,down,backward,0.77,sleepy
14.4,hiding,up,rotating,0.66,happy
22.7,hiding,tucked,flat,0.17,anxious
23.0,playing,up,forward,0.5,playful
13.2,playing,swishing,rotating,0.37,playful
10.0,eating,swishing,forward,0.79,sleepy
18.0,sleeping,puffed,forward,0.21,grumpy
22.4,grooming,swishing,backward,0.48,sleepy
22.8,grooming,up,forward,0.64,happy
7.5,sleeping,down,forward,0.0,grumpy
17.9,grooming,up,forward,0.8,happy
15.6,grooming,down,flat,0.18,grumpy
16.3,hunting,puffed,flat,0.14,anxious
5.9,hiding,tucked,rotating,0.19,anxious
8.8,sleeping,down,backward,0.57,sleepy
15.1,hunting,puffed,rotating,0.34,anxious
12.6,hunting,puffed,flat,0.39,anxious
14.0,sleeping,down,flat,0.15,anxious
20.4,eating,up,forward,0.6,happy
15.3,eating,down,backward,0.49,playful
1.8,grooming,down,rotating,0.78,happy
9.9,grooming,down,flat,0.13,grumpy
15.9,grooming,down,backward,0.8,sleepy
3.9,eating,up,flat,0.18,anxious
2.8,hiding,down,flat,0.02,grumpy
17.4,grooming,down,backward,0.47,sleepy
8.2,hiding,puffed,flat,0.3,anxious
20.8,hiding,down,flat,0.76,happy
15.3,sleeping,tucked,backward,0.4,sleepy
12.9,playing,swishing,forward,0.46,playful
7.7,sleeping,tucked,rotating,0.62,happy
11.0,hiding,down,flat,0.07,grumpy
2.9,grooming,swishing,rotating,0.99,happy
13.5,eating,up,forward,0.15,grumpy
22.2,eating,down,backward,0.8,sleepy
14.3,sleeping,down,backward,0.68,sleepy
4.4,playing,up,forward,0.69,playful
18.6,eating,swishing,forward,0.2,grumpy
20.8,hiding,tucked,flat,0.33,anxious
0.8,hunting,up,backward,0.18,anxious
0.8,hunting,puffed,rotating,0.1,anxious
4.0,grooming,swishing,backward,0.11,grumpy
8.2,eating,down,forward,0.68,happy
0.9,playing,up,rotating,0.32,playful
18.9,grooming,up,forward,0.65,happy
1.3,hiding,tucked,rotating,0.16,anxious
11.8,grooming,up,forward,0.92,happy
22.2,eating,up,forward,0.8,happy
5.4,hunting,tucked,flat,0.21,anxious
18.3,grooming,up,forward,0.79,happy
15.3,hunting,tucked,rotating,0.24,grumpy
13.6,hunting,swishing,flat,0.22,grumpy
18.7,grooming,up,forward,0.94,happy
19.9,hunting,puffed,flat,0.34,anxious
9.4,hiding,down,forward,0.37,playful
16.0,hiding,tucked,forward,0.08,grumpy
23.6,grooming,up,forward,0.92,happy
16.3,hunting,up,rotating,0.69,playful
10.8,eating,up,forward,0.67,happy
3.8,hiding,puffed,flat,0.28,anxious
14.8,hiding,swishing,backward,0.07,grumpy
20.5,hiding,tucked,rotating,0.37,anxious
11.5,grooming,swishing,flat,0.64,sleepy
6.7,playing,up,forward,0.37,playful
0.6,hiding,down,backward,0.52,playful
23.8,hiding,puffed,rotating,0.35,anxious
7.5,sleeping,tucked,backward,0.78,sleepy
9.2,hunting,up,rotating,0.66,playful
21.1,eating,up,forward,0.9,happy
22.8,hunting,swishing,rotating,0.37,playful
13.6,eating,up,forward,0.64,happy
4.2,eating,tucked,flat,0.69,sleepy
14.4,hunting,down,forward,0.36,playful
19.1,grooming,down,flat,0.18,grumpy
3.2,grooming,up,forward,0.66,happy
23.0,hunting,puffed,flat,0.36,anxious
20.5,playing,tucked,forward,0.55,sleepy
9.7,grooming,tucked,backward,0.34,playful
0.4,playing,swishing,rotating,0.65,playful
16.6,hunting,puffed,backward,0.95,happy
15.2,hiding,tucked,rotating,0.38,anxious
1.1,eating,up,forward,0.66,happy
17.0,grooming,down,backward,0.24,grumpy
5.7,hunting,up,backward,0.14,anxious
21.6,playing,puffed,forward,0.38,playful
9.8,hunting,down,rotating,0.7,happy
8.8,grooming,up,forward,0.69,happy
6.3,grooming,down,backward,0.13,grumpy
9.8,grooming,up,rotating,0.32,anxious
11.3,hunting,up,backward,0.23,anxious
14.7,grooming,down,backward,0.11,grumpy
23.0,playing,tucked,rotating,0.72,sleepy
3.3,playing,tucked,backward,0.77,sleepy
16.7,sleeping,down,rotating,0.91,happy
7.1,sleeping,down,backward,0.46,sleepy
8.9,playing,up,forward,0.49,playful
14.8,grooming,tucked,backward,0.4,sleepy
8.8,playing,up,rotating,0.52,playful
21.9,eating,up,forward,0.73,happy
1.4,hunting,puffed,flat,0.35,anxious
17.2,playing,up,forward,0.97,happy
19.8,grooming,down,flat,0.19,grumpy
0.8,hunting,swishing,forward,0.69,playful
3.4,eating,up,forward,0.67,happy
11.1,hiding,puffed,rotating,0.35,anxious
5.9,grooming,up,forward,0.95,happy
2.8,eating,swishing,forward,0.88,happy
16.4,grooming,tucked,backward,0.58,sleepy
20.3,eating,up,forward,0.99,happy
7.3,hiding,swishing,flat,0.24,grumpy
12.6,hunting,puffed,flat,0.32,anxious
8.1,playing,swishing,rotating,0.33,playful
11.1,eating,up,forward,0.96,happy
1.1,grooming,puffed,backward,0.11,grumpy
7.4,playing,up,flat,0.54,playful
9.4,eating,down,forward,0.3,grumpy
20.1,eating,tucked,forward,0.61,playful
0.8,grooming,tucked,backward,0.8,sleepy
18.9,hunting,swishing,rotating,0.49,playful
16.2,hiding,swishing,backward,0.18,grumpy
16.2,eating,up,backward,0.87,happy
0.7,hunting,down,rotating,0.88,happy
5.0,sleeping,tucked,backward,0.45,sleepy
12.6,sleeping,up,flat,0.25,grumpy
5.3,grooming,down,backward,0.04,grumpy
13.4,hunting,tucked,rotating,0.46,playful
